 Packet Length Std, Bwd Packet Length Mean,Bwd Packet Length Max, Average Packet Size, Packet Length Variance, Packet Length Mean, Max Packet Length, Bwd Packet Length Std, Avg Bwd Segment Size, Label
110.6931652,48.75,384,43.87878788,12252.97683,42.58823529,384,130.883918,48.75,BENIGN
62.16671135,149.5,185,109.0,3864.7,87.2,185,50.20458146,149.5,BENIGN
1023.380683,1238.631579,4344,721.7058824,1047308.022,701.0857143,4344,1139.81247,1238.631579,BENIGN
1775.649618,13.0,20,1291.888889,3152931.567,1162.7,4380,9.899494937,13.0,BENIGN
513.3811988,227.85,2896,150.4418605,263560.2553,147.0227273,2896,679.8534885,227.85,BENIGN
23.55206997,76.0,76,62.75,554.7,50.2,76,0.0,76.0,BENIGN
25.92112578,92.33333333,107,79.66666667,671.9047619,68.28571429,107,22.03028219,92.33333333,BENIGN
815.2539047,973.5714286,2920,511.5333333,664638.9292,479.5625,2920,1056.450481,973.5714286,BENIGN
449.4628821,461.0,1336,280.0625,202016.8824,263.5882353,1336,616.5208837,461.0,BENIGN
1432.730903,6.0,6,1057.909091,2052717.841,969.75,4380,0.0,6.0,BENIGN
438.6300088,387.6666667,1430,210.84,192396.2846,202.7307692,1430,602.6574986,387.6666667,BENIGN
1148.007714,1867.542373,4344,1032.5,1317921.712,1023.027523,4344,928.8619348,1867.542373,BENIGN
561.3923428,633.2857143,1432,336.2,315161.3625,315.1875,1432,747.5691081,633.2857143,BENIGN
450.4401292,448.5,1460,211.7916667,202896.31,203.32,1460,650.4110239,448.5,BENIGN
500.1320992,609.8333333,1448,267.6,250132.1167,250.875,1448,703.075079,609.8333333,BENIGN
486.9744448,562.0,1460,260.0,237144.1099,241.4285714,1460,735.4138291,562.0,BENIGN
529.2562206,483.5,1460,335.8235294,280112.1471,317.1666667,1460,659.853056,483.5,BENIGN
497.2357366,455.6,1460,301.7777778,247243.3778,271.6,1460,660.1990609,455.6,BENIGN
8.689073598,58.5,59,61.25,75.5,49.0,59,0.707106781,58.5,BENIGN
554.8076243,678.6,1576,361.952381,307811.5,345.5,1576,684.7327459,678.6,BENIGN
52.55473337,144.5,148,108.75,2762.0,87.0,148,4.949747468,144.5,BENIGN
537.192889,449.75,1460,370.4,288576.2,347.25,1460,601.2702625,449.75,BENIGN
448.8713518,467.1111111,1430,238.1,201485.4905,226.7619048,1430,619.4064587,467.1111111,BENIGN
47.6518625,121.0,121,86.0,2270.7,68.8,121,0.0,121.0,BENIGN
523.7169842,679.625,1460,333.1111111,274279.4795,315.5789474,1460,659.8527839,679.625,BENIGN
25.98076211,93.0,93,94.5,675.0,63.0,93,0.0,93.0,BENIGN
20.81345719,79.0,79,70.25,433.2,56.2,79,0.0,79.0,BENIGN
38.68246804,109.0,109,96.5,1496.333333,64.33333333,109,0.0,109.0,BENIGN
519.9350913,441.0,2048,271.9411765,270332.4992,264.1714286,2048,658.2669165,441.0,BENIGN
648.4977635,662.1538462,2149,388.5185185,420549.3492,374.6428571,2149,853.8781964,662.1538462,BENIGN
503.8709963,619.8333333,1460,291.9285714,253885.981,272.4666667,1460,679.8330432,619.8333333,BENIGN
516.4870656,615.25,1460,346.4705882,266758.8889,327.2222222,1460,667.2255455,615.25,BENIGN
852.148345,1333.172414,2896,828.8125,726156.8019,811.8979592,2896,730.9387833,1333.172414,BENIGN
464.5139423,410.2,1410,271.5294118,215773.2026,256.4444444,1410,585.4502161,410.2,BENIGN
575.1586453,559.8888889,1451,411.8235294,330807.4673,388.9444444,1451,649.6234379,559.8888889,BENIGN
792.804573,673.8,2733,461.4545455,628539.0909,423.0,2733,1162.013855,673.8,BENIGN
321.2588758,193.5384615,1430,159.1836735,103207.2653,156.0,1430,408.6513654,193.5384615,BENIGN
66.39528096,176.0,176,149.0,4408.333333,99.33333333,176,0.0,176.0,BENIGN
105.8567809,17.71428571,248,26.36666667,11205.65806,25.51612903,543,66.28078799,17.71428571,BENIGN
585.7172648,374.6923077,2707,224.75,343064.7143,217.0,2707,817.3828545,374.6923077,BENIGN
98.72689603,217.0,217,154.5,9747.0,103.0,217,0.0,217.0,BENIGN
932.5605852,176.0,1533,297.075,869669.2451,289.8292683,4152,466.0425589,176.0,BENIGN
67.46192342,172.0,172,113.5,4551.111111,100.8888889,172,0.0,172.0,BENIGN
1098.778813,1711.555556,2896,897.1730769,1207314.881,880.245283,2896,971.8651906,1711.555556,BENIGN
1956.023423,1933.5,7300,896.6923077,3826027.632,832.6428571,7300,2720.783986,1933.5,DDoS
21.36117974,76.0,76,65.75,456.3,52.6,76,0.0,76.0,BENIGN
380.3829474,344.3928571,1430,249.3921569,144691.1867,244.5961538,1430,452.5198861,344.3928571,BENIGN
234.6384453,0.0,0,123.6,55055.2,103.0,581,0.0,0.0,BENIGN
527.3292078,560.5,1448,394.5384615,278076.0934,366.3571429,1448,642.6164486,560.5,BENIGN
531.7114461,86.0,509,221.75,282717.0619,211.1904762,2057,181.4756182,86.0,BENIGN
95.15025711,223.0,223,97.66666667,9053.571429,83.71428571,223,0.0,223.0,BENIGN
511.4137556,643.1428571,1430,297.0,261544.0294,280.5,1430,694.3251948,643.1428571,BENIGN
36.1496888,111.0,111,89.25,1306.8,71.4,111,0.0,111.0,BENIGN
487.2409556,403.6315789,1521,210.55,237403.7488,205.4146341,1521,665.907502,403.6315789,BENIGN
23.67136104,94.0,94,100.0,560.3333333,66.66666667,94,0.0,94.0,BENIGN
32.67686916,103.0,103,77.125,1067.777778,68.55555556,103,0.0,103.0,BENIGN
1098.396642,527.1111111,1460,586.4375,1206475.184,551.9411765,4302,653.7486987,527.1111111,BENIGN
13.8906938,19.2,51,15.81395349,192.9513742,15.45454545,51,14.20387271,19.2,BENIGN
382.1459656,286.8947368,1460,162.2,146035.539,158.2439024,1460,522.0973616,286.8947368,BENIGN
935.0420907,1228.0,2920,647.5909091,874303.7115,619.4347826,2920,1061.987571,1228.0,BENIGN
48.36631059,128.0,159,104.5,2339.3,83.6,159,43.84062043,128.0,BENIGN
634.6714598,650.5,1825,364.85,402807.8619,347.4761905,1825,826.4196203,650.5,BENIGN
192.7983402,386.0,386,218.5,37171.2,174.8,386,0.0,386.0,BENIGN
115.1953856,29.04761905,341,41.13043478,13269.97687,40.25531915,517,79.09834144,29.04761905,BENIGN
524.3894898,483.7553191,1430,365.8263473,274984.337,363.6488095,1430,614.6893732,483.7553191,BENIGN
1366.16267,1658.142857,4380,729.6875,1866400.441,686.7647059,4380,1762.272815,1658.142857,DDoS
361.2441109,298.6666667,932,241.75,130497.3077,223.1538462,932,461.0347782,298.6666667,BENIGN
31.76790834,111.0,111,95.25,1009.2,76.2,111,0.0,111.0,BENIGN
425.0988301,279.7222222,1769,149.1282051,180709.0154,145.4,1769,609.7202643,279.7222222,BENIGN
573.785903,771.6666667,1476,333.2666667,329230.2625,312.4375,1476,757.0642421,771.6666667,BENIGN
215.8176862,84.44444444,246,134.4210526,46577.27368,127.7,586,120.6918712,84.44444444,BENIGN
60.79720388,141.0,141,93.0,3696.3,74.4,141,0.0,141.0,BENIGN
697.6510321,1275.974359,2073,733.8345324,486716.9625,728.5928571,2073,424.215884,1275.974359,BENIGN
785.7833979,1183.75,2920,659.0967742,617455.5484,638.5,2920,778.8399493,1183.75,BENIGN
1200.853408,1914.1,4344,1195.975309,1442048.908,1181.390244,4344,984.2356249,1914.1,BENIGN
38.34057903,116.0,116,92.5,1470.0,74.0,116,0.0,116.0,BENIGN
364.7203504,287.0357143,1418,181.8679245,133020.934,178.5,1418,476.7356968,287.0357143,BENIGN
1211.662554,1898.054545,4344,1089.690722,1468126.144,1078.571429,4344,1033.450252,1898.054545,BENIGN
39.9837467,104.0,104,75.25,1598.7,60.2,104,0.0,104.0,BENIGN
189.8338721,90.42857143,394,115.4285714,36036.89901,111.4482759,492,163.7041019,90.42857143,BENIGN
151.4155013,53.92307692,701,40.31034483,22926.65402,38.96666667,701,194.4224188,53.92307692,BENIGN
411.6111434,399.3333333,1460,301.7,169423.7333,287.3333333,1460,527.9074256,399.3333333,BENIGN
35.21836642,113.0,113,108.5,1240.333333,72.33333333,113,0.0,113.0,BENIGN
1193.393699,2029.655172,3258,1091.8125,1424188.522,1082.150442,3258,935.2924592,2029.655172,BENIGN
80.02380598,206.0,206,103.6666667,6403.809524,88.85714286,206,0.0,206.0,BENIGN
848.6450467,1466.683673,4132,902.7826087,720198.4153,897.2098765,4132,602.1573346,1466.683673,BENIGN
783.3379432,673.8,2733,448.1818182,613618.3333,410.8333333,2733,1162.013855,673.8,BENIGN
21.93931023,82.0,82,85.0,481.3333333,56.66666667,82,0.0,82.0,BENIGN
35.60196624,123.0,123,105.0,1267.5,84.0,123,0.0,123.0,BENIGN
1136.668171,1731.323529,4380,1013.180328,1292014.531,996.8387097,4380,1033.892226,1731.323529,BENIGN
1003.464697,1598.764706,4344,800.9902913,1006941.398,797.1207729,4344,872.7189467,1598.764706,BENIGN
19.88179354,41.0,41,33.16666667,395.2857143,28.42857143,45,0.0,41.0,BENIGN
156.2296234,66.5,341,97.0,24407.69524,90.53333333,517,123.6377196,66.5,BENIGN
358.0247148,232.5,930,212.1428571,128181.6964,185.625,930,465.0,232.5,BENIGN
399.8476073,333.2,1460,184.3636364,159878.1091,180.2666667,1460,548.7463799,333.2,BENIGN
57.35677815,145.5,177,109.5,3289.8,87.6,177,44.54772721,145.5,BENIGN
49.77090372,136.0,136,73.66666667,2477.142857,63.14285714,136,0.0,136.0,BENIGN
363.3573605,232.5,930,217.1428571,132028.5714,190.0,930,465.0,232.5,BENIGN
418.8154031,199.375,2590,122.9344262,175406.3419,120.9516129,2590,566.8118394,199.375,BENIGN
502.7777792,634.0,1460,252.9285714,252785.4952,236.0666667,1460,760.2710043,634.0,BENIGN
477.4947028,572.8571429,1430,283.4375,228001.1912,266.7647059,1430,642.8681639,572.8571429,BENIGN
26.29068276,98.0,98,86.5,691.2,69.2,98,0.0,98.0,BENIGN
164.5346195,53.66666667,152,106.3333333,27071.64103,98.15384615,517,67.80167156,53.66666667,BENIGN
473.9148834,455.375,1460,343.8666667,224595.3167,322.375,1460,579.4050982,455.375,BENIGN
511.619545,630.5714286,1430,309.25,261754.5588,291.0588235,1430,678.2698227,630.5714286,BENIGN
608.842026,784.6666667,1448,447.8636364,370688.6126,428.3913043,1448,660.3510545,784.6666667,BENIGN
709.5175866,803.5833333,2273,498.047619,503415.2056,475.4090909,2273,826.9337072,803.5833333,BENIGN
840.2249699,1128.846154,2665,693.0681818,705978.0,677.6666667,2665,854.7658249,1128.846154,BENIGN
2.927700219,0.0,0,2.0,8.571428571,1.714285714,6,0.0,0.0,BENIGN
597.1990667,675.4,1858,288.1538462,356646.7253,267.5714286,1858,909.0625941,675.4,BENIGN
533.7355767,484.8888889,1844,291.4571429,284873.6659,283.3611111,1844,686.8634498,484.8888889,BENIGN
28.78905215,88.0,88,53.5,828.8095238,45.85714286,88,0.0,88.0,BENIGN
816.1304374,1078.166667,2083,675.5,666068.8909,614.0909091,2083,867.0714888,1078.166667,BENIGN
430.9731478,385.3333333,1460,230.3125,185737.8542,223.3333333,1460,571.439119,385.3333333,BENIGN
328.6097398,170.25,681,185.5,107984.3611,164.8888889,803,340.5,170.25,BENIGN
820.1092991,1001.166667,2920,425.5333333,672579.2625,398.9375,2920,1146.155385,1001.166667,BENIGN
196.4792675,38.66666667,208,79.66666667,38604.10256,73.53846154,700,82.99076254,38.66666667,BENIGN
1010.613503,1377.728571,4380,814.6583333,1021339.653,807.9256198,4380,995.3850893,1377.728571,BENIGN
1144.647593,1890.017857,2896,1020.685714,1310218.111,1011.056604,2896,907.4615642,1890.017857,BENIGN
45.033321,129.0,129,115.5,2028.0,77.0,129,0.0,129.0,BENIGN
207.4516626,38.83333333,209,83.16666667,43036.19231,76.76923077,741,83.39884092,38.83333333,BENIGN
857.3419935,1330.1875,2920,739.4915254,735035.2938,727.1666667,2920,767.7608178,1330.1875,BENIGN
571.4301927,621.9473684,2482,347.4878049,326532.4652,339.2142857,2482,743.4287288,621.9473684,BENIGN
362.9354281,234.25,937,215.8571429,131722.125,188.875,937,468.5,234.25,BENIGN
245.8415249,49.91666667,308,88.56,60438.05538,85.15384615,1136,116.6365437,49.91666667,BENIGN
621.1243886,250.65,1448,264.95,385795.5061,258.4878049,2804,522.0786667,250.65,BENIGN
13.69306394,64.0,64,61.25,187.5,49.0,64,0.0,64.0,BENIGN
88.91194146,199.0,199,144.5,7905.333333,96.33333333,199,0.0,199.0,BENIGN
56.58032638,145.0,145,119.5,3201.333333,79.66666667,145,0.0,145.0,BENIGN
988.3478504,1070.4,4344,550.6440678,976831.4734,541.4666667,4344,1184.820155,1070.4,BENIGN
1306.808375,476.6388889,1493,592.8630137,1707748.128,584.8513514,6357,639.2648078,476.6388889,BENIGN
425.2276615,327.4166667,1483,192.6923077,180818.5641,185.5555556,1483,587.6151273,327.4166667,BENIGN
39.83716857,108.0,108,93.0,1587.0,62.0,108,0.0,108.0,BENIGN
994.1074016,1260.0,3211,686.8,988249.526,674.5357143,3211,1090.870917,1260.0,BENIGN
686.7181482,1131.947368,1833,627.7368421,471581.8151,611.6410256,1833,636.7462842,1131.947368,BENIGN
513.5733684,566.7272727,1448,324.2727273,263757.6047,310.173913,1448,640.1456226,566.7272727,BENIGN
1076.111213,1486.882353,4380,827.375,1158015.343,802.3030303,4380,1128.868177,1486.882353,BENIGN
653.9488298,971.9333333,1430,538.2142857,427649.0721,528.7719298,1430,627.0060184,971.9333333,BENIGN
8.76356092,77.0,77,84.25,76.8,67.4,77,0.0,77.0,BENIGN
49.77090372,135.0,135,72.5,2477.142857,62.14285714,135,0.0,135.0,BENIGN
1853.437529,13.0,20,1163.3,3435230.673,1057.545455,5840,9.899494937,13.0,BENIGN
899.8885349,1014.0,3264,537.9516129,809799.3753,529.4126984,3264,1085.630846,1014.0,BENIGN
57.15767665,140.0,140,111.0,3267.0,74.0,140,0.0,140.0,BENIGN
559.5038536,399.2105263,2920,214.525,313044.5622,209.2926829,2920,779.5587483,399.2105263,BENIGN
367.1226908,292.375,1430,180.3125,134779.0701,174.8484848,1430,496.3929727,292.375,BENIGN
418.0517876,103.2,210,213.3043478,174767.2971,204.4166667,1536,89.32188981,103.2,BENIGN
451.1847032,291.6666667,1555,243.2727273,203567.6364,223.0,1555,621.5698405,291.6666667,BENIGN
677.2440588,887.0,1774,401.0909091,458659.5152,367.6666667,1774,1024.219378,887.0,BENIGN
202.3649461,118.5714286,457,147.8571429,40951.57143,138.0,542,166.6251853,118.5714286,BENIGN
463.4812767,416.4615385,1460,252.12,214814.8938,242.4230769,1460,599.9792518,416.4615385,BENIGN
624.7011699,509.2,1506,448.6071429,390251.5517,433.137931,1517,627.889458,509.2,BENIGN
39.9837467,116.0,116,90.25,1598.7,72.2,116,0.0,116.0,BENIGN
109.5533138,6.0,6,98.0,12001.92857,85.75,258,0.0,6.0,BENIGN
102.7683479,219.0,219,150.5,10561.33333,100.3333333,219,0.0,219.0,BENIGN
528.5963714,553.0,1604,263.0714286,279414.1238,245.5333333,1604,765.2709324,553.0,BENIGN
1833.363288,1933.5,4380,1452.625,3361220.944,1291.222222,4380,1973.024455,1933.5,DDoS
623.854837,485.5454545,1448,411.1818182,389194.8577,393.3043478,1448,684.0270994,485.5454545,BENIGN
1113.865913,1560.575472,4380,984.1666667,1240697.273,978.5428571,4380,1082.234249,1560.575472,BENIGN
406.7397421,363.75,1430,228.625,165437.2178,221.6969697,1430,518.5675784,363.75,BENIGN
459.7746824,376.4666667,1448,226.2857143,211392.7586,218.4827586,1448,596.9010287,376.4666667,BENIGN
470.7674029,442.5,1460,248.9,221621.9476,237.047619,1460,629.9836418,442.5,BENIGN
109.6965511,235.0,235,162.5,12033.33333,108.3333333,235,0.0,235.0,BENIGN
391.5671724,266.3846154,1460,173.7407407,153324.8505,167.5357143,1460,518.0863085,266.3846154,BENIGN
2226.654017,10.0,20,1453.375,4957988.111,1291.888889,5840,14.14213562,10.0,BENIGN
23.55206997,165.0,165,238.5,554.7,190.8,208,0.0,165.0,BENIGN
656.9575551,912.8333333,2041,390.6,431593.2292,366.1875,2041,844.0877719,912.8333333,BENIGN
175.5589127,58.33333333,170,121.3636364,30820.93182,111.25,517,75.21347397,58.33333333,BENIGN
50.80682369,130.0,130,107.0,2581.333333,71.33333333,130,0.0,130.0,BENIGN
95.15025711,229.0,229,104.6666667,9053.571429,89.71428571,229,0.0,229.0,BENIGN
408.614214,311.1428571,1400,183.5238095,166965.5759,179.255814,1400,545.6460653,311.1428571,BENIGN
38.10511777,112.0,112,102.0,1452.0,68.0,112,0.0,112.0,BENIGN
31.22018578,101.0,101,83.5,974.7,66.8,101,0.0,101.0,BENIGN
918.214458,653.4,3416,506.7058824,843117.7908,478.5555556,3416,1139.392158,653.4,BENIGN
539.3867505,705.8333333,1460,329.0,290938.0667,307.0666667,1460,699.3134967,705.8333333,BENIGN
2786.259804,20.0,20,1661.0,7763243.696,1453.375,7215,0.0,20.0,BENIGN
49.28295368,144.0,144,83.83333333,2428.809524,71.85714286,144,0.0,144.0,BENIGN
635.6547816,1014.875,1418,472.5945946,404057.0014,460.1578947,1418,623.5016038,1014.875,BENIGN
118.0735445,40.0,388,42.55,13941.3619,40.52380952,403,122.3001772,40.0,BENIGN
939.2538731,1387.2,2920,535.1428571,882197.8381,499.4666667,2920,1263.304081,1387.2,BENIGN
1083.795871,149.6521739,1460,328.1904762,1174613.491,320.5581395,5209,415.8054187,149.6521739,BENIGN
1953.289733,6.25,20,1028.642857,3815340.781,960.0666667,7300,6.181770435,6.25,BENIGN
742.3574611,742.0,2896,291.2142857,551094.6,271.8,2896,1225.734066,742.0,BENIGN
525.2570169,539.6666667,1460,378.1875,275894.9338,355.9411765,1460,628.4182524,539.6666667,BENIGN
26.29068276,145.0,145,145.25,691.2,116.2,145,0.0,145.0,BENIGN
824.802527,976.0625,2896,506.969697,680299.2086,492.0588235,2896,995.5044596,976.0625,BENIGN
34.50652112,95.0,95,71.5,1190.7,57.2,95,0.0,95.0,BENIGN
1137.836888,560.625,1460,610.2666667,1294672.783,572.125,4326,694.1654676,560.625,BENIGN
19.71801207,88.0,88,83.0,388.8,66.4,88,0.0,88.0,BENIGN
165.8795845,35.28571429,494,43.03333333,27516.03656,41.64516129,797,132.0270535,35.28571429,BENIGN
283.0848738,132.5555556,1012,140.9411765,80137.04575,133.1111111,1012,333.4415658,132.5555556,BENIGN
748.7812185,772.375,2920,356.3684211,560673.3132,338.55,2920,1074.941319,772.375,BENIGN
45.37935339,124.0,124,67.16666667,2059.285714,57.57142857,124,0.0,124.0,BENIGN
554.0515742,706.6666667,1473,346.4074074,306973.1468,334.0357143,1473,692.6659084,706.6666667,BENIGN
73.90083446,166.0,166,121.0,5461.333333,80.66666667,166,0.0,166.0,BENIGN
740.3622999,561.5,2733,386.8461538,548136.3352,359.2142857,2733,1073.246803,561.5,BENIGN
8.76356092,58.0,58,60.5,76.8,48.4,58,0.0,58.0,BENIGN
62.14338259,152.0,192,114.25,3861.8,91.4,192,56.56854249,152.0,BENIGN
41.56921938,116.0,116,102.0,1728.0,68.0,116,0.0,116.0,BENIGN
30.67246322,99.0,99,81.75,940.8,65.4,99,0.0,99.0,BENIGN
44.98867582,42.57142857,75,48.78571429,2023.980952,45.53333333,183,27.95148859,42.57142857,BENIGN
82.24099127,22.5,315,21.93333333,6763.580645,21.22580645,343,84.1872912,22.5,BENIGN
43.8178046,128.0,128,100.0,1920.0,80.0,128,0.0,128.0,BENIGN
105.162731,227.0,227,139.75,11059.2,111.8,227,0.0,227.0,BENIGN
497.5434063,565.625,1460,304.7647059,247549.4412,287.8333333,1460,653.5150971,565.625,BENIGN
537.6758031,736.75,1489,290.9166667,289095.2692,268.5384615,1489,847.3996991,736.75,BENIGN
2579.543312,20.0,20,1660.142857,6654043.696,1452.625,7300,0.0,20.0,BENIGN
76.21023553,188.0,188,150.0,5808.0,100.0,188,0.0,188.0,BENIGN
1232.578042,226.5,907,683.0,1519248.629,640.3125,4272,419.3968458,226.5,BENIGN
221.3123273,148.25,500,154.5555556,48979.1462,146.4210526,522,221.6862326,148.25,BENIGN
615.5060387,857.375,1460,455.40625,378847.6837,441.6060606,1460,666.7664134,857.375,BENIGN
479.6017094,624.7391304,1448,405.9818182,230017.7997,398.7321429,1448,551.7549866,624.7391304,BENIGN
395.886153,307.3846154,1448,189.6923077,156725.8462,182.6666667,1448,534.7947486,307.3846154,BENIGN
706.9485601,6.0,6,554.8,499776.2667,462.3333333,1375,0.0,6.0,BENIGN
12.87633488,0.0,0,10.75,165.8,8.6,31,0.0,0.0,BENIGN
13.66260102,67.0,67,54.83333333,186.6666667,47.0,67,0.0,67.0,BENIGN
269.0550866,188.3529412,796,139.9444444,72390.63964,136.1621622,796,347.4429704,188.3529412,BENIGN
638.1670031,773.8,2163,303.0714286,407257.1238,282.8666667,2163,980.8165986,773.8,BENIGN
434.6844903,338.5263158,1616,186.05,188950.6061,181.5121951,1616,594.4939368,338.5263158,BENIGN
1089.102675,1471.5,4380,823.1595745,1186144.636,814.4947368,4380,1100.551992,1471.5,BENIGN
66.55372787,78.66666667,152,61.52941176,4429.398693,58.11111111,156,68.10188446,78.66666667,BENIGN
41.56921938,119.0,119,106.5,1728.0,71.0,119,0.0,119.0,BENIGN
60.62177826,158.0,158,132.0,3675.0,88.0,158,0.0,158.0,BENIGN
31.46123843,96.66666667,116,80.66666667,989.8095238,69.14285714,116,30.92463958,96.66666667,BENIGN
56.00297611,143.0,143,117.5,3136.333333,78.33333333,143,0.0,143.0,BENIGN
106.2324495,234.0,234,167.0,11285.33333,111.3333333,234,0.0,234.0,BENIGN
906.1051067,233.5,1521,375.0344828,821026.4644,362.5333333,4380,534.2082207,233.5,BENIGN
211.8621239,38.30769231,498,56.33333333,44885.55952,54.32142857,1023,138.1203489,38.30769231,BENIGN
729.9699923,341.2857143,1448,408.3214286,532856.1897,394.2413793,3077,551.8980436,341.2857143,BENIGN
14.75729575,66.0,66,56.75,217.7777778,50.44444444,66,0.0,66.0,BENIGN
516.5351528,310.6666667,1852,193.1666667,266808.5641,178.3076923,1852,755.1017591,310.6666667,BENIGN
608.6564009,763.75,1460,400.8235294,370462.6144,378.5555556,1460,748.9538895,763.75,BENIGN
36.95041723,119.0,119,114.5,1365.333333,76.33333333,119,0.0,119.0,BENIGN
467.26728,186.6875,1539,170.0882353,218338.7109,165.2285714,1539,510.3978473,186.6875,BENIGN
